Singerman ID,leave blank,Description,leave blank 2
supp1913,,"May, Samuel Joseph. Memoir of Samuel Joseph May. Boston: Roberts Brothers, 1873. [4], 297 p.

For the May family’s friendship with Moses Michael Hays and his family in Boston, see pp. 15-17; for the author’s visit in 1859 to the Jewish Quarter in Prague, see pp. 205-6. Edited by Thomas J. Mumford in collaboration with George B. Emerson and Samuel May.

Copies: In most academic libraries",
supp1914,,"Najac, Émile de. Faith; or, The Jewish Brothers. A Drama in 5 Acts. Written by the Count of Najac. [New York?, 1873?].

Copyright held by W. J. Florence, New York, 1873, per Library of Congress Copyright Office, Dramatic Compositions Copyrighted in the United States, 1870 to 1916 (Washington, D.C., 1918), no. 13429.

Copies: None",
supp1915,,"New York. Mount Sinai Hospital. Rules and Regulations for the Government of the Mount Sinai Hospital of the City of New York. February, 1873. Shebath, 5633. New York: Hebrew Orphan Asylum Printing Establishment, 1873. 18 p.



Copies: NNNAM",
supp1916,,"Schnieber, Dolph J. Vidder Smidt. Composed and sung by Dolph J. Schnieber. Arranged by A. Barringer. Newark, N.J.: Geo. O. Duncklee, c1873. score (5 p.).

Caption title. On cover: Three New Comic Songs. Old Aunty Sall. Dat Man Mit a Big Nose. Vidder Smidt.

Copies: MdBJ (Lester S. Levy Collection of Sheet Music),
UPB.",
supp1917,,"Stenhouse, Thomas B. H. The Rocky Mountain Saints: A Full and Complete History of the Mormons, from the First Vision of Joseph Smith to the Last Courtship of Brigham Young ... New York: D. Appleton, 1873. xxiv, 761 p.

Merchants like the Kahn Brothers and the Auerbachs compete at great sacrifice with the Zion’s Cooperative Mercantile Institution, a Mormon enterprise, in Salt Lake City (p. 627).

Copies: In most academic libraries",
supp1918,,"Stone, Henry Dickinson. Personal Recollections of the Drama; or, Theatrical Reminiscences, embracing Sketches of Prominent Actors and Actresses, Their Chief Characteristics, Original Anecdotes of them, and Incidents connected therewith. Albany: Charles Van Benthuysen & Sons, 1873. xii, 316 p.

""'Nosey' Phillips"": pp. 188-91 (about Moses Phillips).

Copies: In most academic libraries",
supp1919,,"Stowe, Harriet Beecher. Women in Sacred History. A Series of Sketches drawn from Scriptural, Historical, and Legendary Sources. Illustrated with Twenty-five Chromo- Lithographs ... New York: J. N. Ford & Co., [c1873]. 400 p.

See also entryStowe1878 file

Copies: In most academic libraries",
supp1920,,"[Warfield, Catherine Ann]. Miriam Monfort: A Novel. By the Author of ""The Household of Bouverie."" New York: D. Appleton, 1873. 556 p., [8] p. of adv.

Miriam Monfort is the former Miriam Harz, a ""Jewish lady of wealth and refinement."" Wright II:2637.

Copies: In most academic libraries",
supp1921,,"Wells, Samuel Roberts. The Illustrated Annuals of Phrenology and Physiognomy for the Years 1865-6-7-8-9- 70-1, 2 & 3. With more than 350 Illustrative Engravings. New York: The author, 1873. various pagings.

See, principally, ""The Jew-Racial Peculiarities,"" 1867, pp. 18-19 (with likeness of Moses Montefiore); ""Disraeli, the English Statesman,"" 1868, pp. 38-39, port.; ""Eminent American Clergymen,"" 1869, pp. [26]-32 (Rabbi Samuel M. Isaacs, pp. 28-29, port.).

Copies: CLU, CU-SB, CtY, MBAt, NjP, NcGrE, OClWHi, PPL.",
supp1922,,"Whiting, William. Memoir of Rev. Samuel Whiting, D.D., and of His Wife, Elizabeth St. John, with References to some of Their English Ancestors and American Descendants. Second Edition, with Notes and Corrections. Boston: Press of Rand, Avery & Co., 1873. 334 p.

For Manasseh Guatolf, a Jew converted to Christianity and baptized by Rev. Samuel Whiting, of Lynn, Mass., see pp. 125-26. A private edition of 200 copies.

Copies: In most academic libraries",
supp1923,,"Lied zum fünfundzwanzigjährigen Dienst-Jubiläum des Herrn Isidor Fränkel, Cantor der Gemeinde Rodef Schalom [Poem in honor of twenty-five years of service of Mr. Isidor Frankel, cantor of the Rodef Shalom community]. Single leaf. Printer not indicated. [Philadelphia], 1874. German.

A poem in honor of twenty-five years of service of Isidor Frankel as cantor of the Rodef Shalom community in Philadelphia (Pennsylvania, USA). The text is set in a stylized border. The synagogue of the ""Rodef Shalom"" community was established in Philadelphia in 1795 and it is the oldest Ashkenazic-reform synagogue in the USA. [1] leaf, 14.5X23.5 cm. Good-fair condition. Fold lines and creases. Stains. Small tears and holes (most of them along edges and fold lines). Tape for reinforcement on verso

Copies: None",
supp1924,,"Philadelphia, PA.. Congregation Rodeph Shalom. Lied zum fünfundzwanzigjährigen Dienst-Jubiläum des Herrn Isidor Fränkel, Cantor der Gemeinde Rodef Schalom. Philadelphia: n.p., 1874. 1 p. 

Single printed page with a poem framed by a decorative border honoring Isidor Fraenkel for his 25 years of service as the Cantor of the congregation (1849-1874).

Copies: Kestenbaum auction no. 49 (Wednesday, October 27, 2010), lot no. 30; Kedem Auction 68 (Thursday, September 19, 2019), lot no. 196 (same item). Not listed in OCLC",
supp1925,,"Alzog, Johannes Baptist. Manual of Universal Church History. Translated, with Additions, from the Ninth and Last German Edition, by F. J. Fabisch and Rev. Thos. S. Byrne. In Three Volumes. With Three Chronological Tables and Three Ecclesiastico- Geographical Maps. Cincinnati: Robert Clarke, 1874-78. 3 vols.

See, principally, vol. 1, ""The Israelites. Their Independence and Subjugation"" (pp. 100-16); ""The Jews outside of Palestine"" (pp. 116-20), ""The Three Principal Sects, Pharisees, Sadducees, and Essenians—The Samaritans"" (pp. 120-27), within a larger section, ""The Ancient World and its Relations to Christianity.""

Copies: In most academic libraries",
supp1926,,"Beer, Joseph W. The Jewish Passover and the Lord’s Supper. Lancaster, Pa. Inquirer Printing and Publishing Co., 1874. 258 p.

Running title: Passover and Lord’s Supper.

Copies: In most academic libraries",
supp1927,,"B’nai B’rith. Manhattan Lodge, No. 156. Manhattan Echo. A Momento of Manhattan Lodge, No. 156, I.O.B.B., and Its Ball at the Academy of Music, Jan. 14, 1874. [New York, 1874]. 4 p.

Edited and published by Moses Moritz. Cf. The Israelite (Cincinnati), Jan. 30, 1874, p. 6.

Copies: None",
supp1928,,"Bradbury, William Batchelder. Esther, the Beautiful Queen. A Cantata or Short Oratorio. Designed for Musical Conventions, Festivals, and Musical Societies. Composed by William B. Bradbury. Words Written by C. M. Cady. Revised and Adapted for Dramatic Presentation by R. W. Seager. Boston: Oliver Ditson & Co.; New-York: C. H. Ditson & Co.; Chicago: Lyon & Healy, c1874. score (94 p.), [2] p. of adv., additional adv. on covers.

""Concerning Esther, and Mordecai, and Haman, and how, in the reign of Artaxerxes, the whole nation of the Jews was in danger of perishing"": pp. 89-94. Also a later edition (c1884) with the copyright held by Mrs. William B. Bradbury. See also entries

Copies: In most academic libraries",
supp1929,,"Campbell, Jesse H. Georgia Baptists: Historical and Biographical. Macon, Ga.: J. W. Burke & Co., 1874. 502 p.

J. S. C. Frey attended the Georgia Baptist Convention held in 1843 at Madison, Ga. (p. 28). Travelling agents of the American Society for Ameliorating the Condition of the Jews addressed the Georgia Baptist Convention as follows: Rev. A. D. Cohen (pp. 32, 33; held at Griffin, Ga., 1848); Rev. S. Bonhomme (p. 36; held at Columbus, Ga., 1852). See p. 124 for interest expressed in 1857 to send, if practical, missionaries to ""the Jews in Constantinople or Jerusalem, and also to South America.""

Copies: In most academic libraries",
supp1930,,"Coleridge, Sara. Memoir and Letters of Sara Coleridge. Edited by Her Daughter [Edith Coleridge]. New York: Harper & Brothers, 1874. 528 p., [4] p. of adv.

See the letter, Dec. 18, 1843, to Mrs. Joshua Stanger about the restoration of the Jews (pp. 209-10).

Copies: In most academic libraries",
supp1931,,"Cox, Palmer. Squibs of California; or, Every-day Life Illustrated ... Hartford: Mutual Publishing Co.; San Francisco: A. Roman, 1874. 491 p.

""A Terrible Take In"" (pp. [66]-69) is accompanied by a silhouette, ""'Emperor Norton'(A Free Lunch Fiend)."" Wright II:648a. Text also in a revised ed., Comic Yarns in Verse, Prose and Picture (Philadelphia: Hubbard Brothers, 1889), pp. 73-77.

Copies: In most academic libraries",
supp1932,,"Dennison & Co. Hints to Watch and Jewelry Buyers. New York: City Printing House, 1874. 92, [8] p. of adv.

The section, ""Diamonds"" (pp. [13]-14), contains a caveat to buyers: ""It is a 'remarkable coincidence' that these large fraudulent stones have, without a known exception, been found in the hands of a class of dealers who have dealt in precious stones since the time of Moses.""

Copies: MWA",
supp1933,,"Field, Maunsell Bradhurst. Memories of Many Men And of Some Women: being Personal Recollections of Emperors, Kings, Queens, Princes, Presidents, Statesmen, Authors, and Artists, at Home and Abroad, during the last Thirty Years. New York: Harper & Brothers, 1874. 339 p., 4 p. of adv.

For the Barons James de Rothschild and Salomon de Rothschild, see pp. 134-36.

Copies: In most academic libraries",
supp1934,,"Foote, Henry Stuart. Casket of Reminiscences. Washington, D.C.: Chronicle Publishing Co., 1874. 498 p.

For the Know-Nothing party’s Louis Levin, see pp. 65- 71; scattered references to Judah P. Benjamin also appear in this volume.

Copies: In most academic libraries",
supp1935,,"Hotten, John Camden. The Original Lists of Persons of Quality; Emigrants; Religious Exiles; Political Rebels; Serving Men Sold for a Term of Years; Apprentices; Children Stolen; Maidens Pressed; And others who went from Great Britain to the American Plantations 1600- 1700. New York: J. W. Bouton, 1874. 580 p.

The section devoted to Barbados, Parish of St. Michaels, has a listing of Jews on pp. 449-50. Second American ed. has title, Our Early Emigrant Ancestors. The Original Lists of Persons of Quality ... (1880).

Copies: In most academic libraries",
supp1936,,"Jacksonville, Fla. Hebrew Benevolent Association. [Circular appeal for funds to aid indigent Jews that arrived in Jacksonville for health reasons during the winter; Isaac Markens, Secretary]. [Jacksonville, Fla., 1874].

Cf. ""A Call for Help,"" American Israelite (Cincinnati), Sept. 18, 1874, p. 6.

Copies: None",
supp1937,,"Jones, John William. Personal Reminiscences, Anecdotes, and Letters of Gen. Robert E. Lee. New-York: D. Appleton, 1874. xvi, 509 p.

Contains text of General Lee’s letters to Rev. M. J. Michelbacher, of Richmond, Va., explaining Lee’s denial to Confederate soldiers of furloughs to attend Jewish religious services (pp. 442-44). Running title: Reminiscences of General Robert E. Lee.

Copies: In most academic libraries",
supp1938,,"Leland, Charles Godfrey. The Egyptian Sketch Book. New York: Hurd and Houghton, 1874. ix, 331 p.

The author’s book of travels includes references to Egypt’s Jews, his reflections on Hebrew sources of The House that Jack Built (pp. 167-68) and, in chap. 16, Jewish traditions concerning asses and donkeys.

Copies: In most academic libraries",
supp1939,,"Leslie, Emma. Glaucia. A Story of Athens in the First Century. Three Illustrations. New York: Nelson & Phillips; Cincinnati: Hitchcock & Walden, [c1874]. 308 p.

The story’s characters include a Jewish prisoner awaiting his fate in the combat arena with a lion, a blind Jewish girl, and Poppæa, the Jewish proselyte occupying the ""throne of Octavia."" British ed. has title, Glaucia, the Greek Slave.

Copies: MiU",
supp1940,,"Mathews, William. The Great Conversers, and other Essays. Chicago: S. C. Griggs, 1874. 304 p. 

""Noses"" (pp. 257-71) contains the following: ""The Jewish or hawk nose generally indicates shrewdness in worldly matters ..."" (p. 266). Compiler saw 9th ed., 1878, with [8] p. of adv. at the end.

Copies: In most academic libraries",
supp1941,,"Mielziner, Moses. Trauerworte gesprochen an den Bahre der Frau Sarah Mendel, geboren Frey am 19 April, 1874. New York: Thalmessinger & Co., 1874. 10 p.

Cf. Ella McKenna Friend Mielziner, Moses Mielziner, 1828-1903: A Biography with a Bibliography of his writings ... (New York, 1931), p. 196, entry 46.

Copies: None",
supp1942,,"Morais, Sabato. Invocation by Rev. S. Morais delivered at the Funeral of Joseph L. Moss ... [Philadelphia, 1874]. broadside.

Cf. Kestenbaum & Company, Catalogue of Fine Judaica ... Offered for Sale by Auction on Wednesday, 27th October, 2010 ... Sale Number Forty-Nine, lot 31.

Copies: None",
supp1943,,"[Prospectus for the Jewish Chronicle (Baltimore), a new Jewish periodical edited by S. D. Wolfe. Baltimore: Binswanger & Co., 1874].

See ""Literature of the Day,"" Jewish Messenger (N.Y.), Dec. 25, 1874, p. 5.

Copies: None",
supp1944,,"Reade, William Winwood. The Martyrdom of Man. New York: A. K. Butts & Co., 1874. 543 p.

Chap. 2, ""Religion,"" contains uncaptioned sections about the Israelites, the Jews, and the Prophets (pp. 187-226). The 20th ed. (New York: The Truth Seeker Co., 1923) contains an ""Introductory Sketch"" signed J. F. M., signalling the importance of this book in the corpus of freethought literature.

Copies: In most academic libraries",
supp1945,,"The Reception of Peter Cooper by the Arcadian Club, on His Eighty-fourth Birthday, February 12, 1874. [Printed for Private Distribution.]. New York: D. Appleton, 1874. 105 p.

On pp. 80-83, ""The Good Citizen"" (from The Jewish Messenger).

Copies: In most academic libraries",
